title,ratings,imdb_rating,imdb_votes,value,metascore,language,short_plot,poster
Nightbooks,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",5.8,"11,044",,65,English,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",https://m.media-amazon.com/images/M/MV5BYjMzM2JmOTAtNGRlNC00M2FmLTgwZWMtNGI2ZDdiYmU5YWYyXkEyXkFqcGc@._V1_SX300.jpg
Numberblocks,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",,,,65,English,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",https://m.media-amazon.com/images/M/MV5BYjMzM2JmOTAtNGRlNC00M2FmLTgwZWMtNGI2ZDdiYmU5YWYyXkEyXkFqcGc@._V1_SX300.jpg
Raja Rasoi Aur Anya Kahaniyan,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",,,,65,English,"Alex, a boy obsessed with scary stories, is imprisoned by an evil young witch in her contemporary New York City apartment.",https://m.media-amazon.com/images/M/MV5BYjMzM2JmOTAtNGRlNC00M2FmLTgwZWMtNGI2ZDdiYmU5YWYyXkEyXkFqcGc@._V1_SX300.jpg
Saved by the Bell,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",6.2,"3,548",,N/A,English,"In this conclusion of the long running series it finally happens: Kelly and Zack will marry. Zack's parents are against the early commitment and Kelly's parents can't afford it, so only the gang travels to Las Vegas for the weddin...",https://m.media-amazon.com/images/M/MV5BY2U2OGZhYTEtYjU4YS00MjE3LWJkYWUtZTNjZGYyMWJkYzhjXkEyXkFqcGc@._V1_SX300.jpg
Schumacher,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",7.4,"26,707",,N/A,"German, English","Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",https://m.media-amazon.com/images/M/MV5BYjk4ZjczZTMtOGEwYi00ZGViLWI2MGMtNmZjOTI2MjE3NWNiXkEyXkFqcGc@._V1_SX300.jpg
Stories by Rabindranath Tagore,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",8.6,"1,511",,N/A,"Hindi, Bengali",The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,https://m.media-amazon.com/images/M/MV5BNjhiYjNkNTMtZWEzNi00MzUzLWExMmItNDgyN2MxZGNhM2E0XkEyXkFqcGc@._V1_SX300.jpg
Too Hot To Handle: Latino,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",5.2,433,,N/A,Spanish,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",https://m.media-amazon.com/images/M/MV5BM2VjMmRjMDAtZDYxZS00YTYwLTk3MmUtMGU1MTc0MzkzMjJiXkEyXkFqcGc@._V1_SX300.jpg
A StoryBots Space Adventure,[],N/A,20,,N/A,English,The civilian space travelers involved in Inspiration4 will help the StoryBots answer some questions.,https://m.media-amazon.com/images/M/MV5BNjQ5MWY1YWUtY2YxNC00ODViLWJmZjctOTI0OGRkYmRhZDA0XkEyXkFqcGdeQXVyMTUxMTYyMTkw._V1_SX300.jpg
Jack Whitehall: Travels with My Father,[],,,,N/A,English,The civilian space travelers involved in Inspiration4 will help the StoryBots answer some questions.,https://m.media-amazon.com/images/M/MV5BNjQ5MWY1YWUtY2YxNC00ODViLWJmZjctOTI0OGRkYmRhZDA0XkEyXkFqcGdeQXVyMTUxMTYyMTkw._V1_SX300.jpg
King of Boys,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",6.2,519,,N/A,"Yoruba, English, Ibo, Hausa","When a powerful businesswoman's political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",https://m.media-amazon.com/images/M/MV5BNmM0YzYyY2UtNWQ5Yy00ZTRhLTlmODctYzdjMGY5MTZkZjBmXkEyXkFqcGc@._V1_SX300.jpg
The World's Most Amazing Vacation Rentals,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",6.8,"1,686",,N/A,English,"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",https://m.media-amazon.com/images/M/MV5BN2I2YmI2ZDktNjkzMi00YjdiLWIzYTQtZDBjODQ2OWMwOWVhXkEyXkFqcGc@._V1_SX300.jpg
You vs. Wild: Out Cold,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",5.4,457,,N/A,English,"Follows Bear Grylls after a plane crash in the ice ravaged mountains, where he finds himself with amnesia and tries to save himself and the pilot from the harsh winter elements.",https://m.media-amazon.com/images/M/MV5BMjdjNDVlZTItNDVmYy00YjliLWI0NWYtMzliZWM1NjRmYWVjXkEyXkFqcGc@._V1_SX300.jpg
Yowamushi Pedal,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",7.6,"1,053",,N/A,"Japanese, Spanish, Tagalog, Arabic","Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",https://m.media-amazon.com/images/M/MV5BZWEzYTQ3YWQtNTAwNi00MWZhLTk1ZWYtOGNlMzc1YTAyNmIzXkEyXkFqcGc@._V1_SX300.jpg
Little Singham - Black Shadow,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,,,N/A,"Japanese, Spanish, Tagalog, Arabic","Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",https://m.media-amazon.com/images/M/MV5BZWEzYTQ3YWQtNTAwNi00MWZhLTk1ZWYtOGNlMzc1YTAyNmIzXkEyXkFqcGc@._V1_SX300.jpg
Tughlaq Durbar,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,,,N/A,"Japanese, Spanish, Tagalog, Arabic","Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",https://m.media-amazon.com/images/M/MV5BZWEzYTQ3YWQtNTAwNi00MWZhLTk1ZWYtOGNlMzc1YTAyNmIzXkEyXkFqcGc@._V1_SX300.jpg
Tughlaq Durbar (Telugu),"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,,,N/A,"Japanese, Spanish, Tagalog, Arabic","Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",https://m.media-amazon.com/images/M/MV5BZWEzYTQ3YWQtNTAwNi00MWZhLTk1ZWYtOGNlMzc1YTAyNmIzXkEyXkFqcGc@._V1_SX300.jpg
Firedrake the Silver Dragon,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,,,N/A,"Japanese, Spanish, Tagalog, Arabic","Onoda is a cheerful otaku looking to join his new school's anime club, eager to finally make some friends. Unfortunately, the club has been disbanded and somehow he stumbled into the bicycle club.",https://m.media-amazon.com/images/M/MV5BZWEzYTQ3YWQtNTAwNi00MWZhLTk1ZWYtOGNlMzc1YTAyNmIzXkEyXkFqcGc@._V1_SX300.jpg
Kate,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",6.3,"74,758",,47,"English, Japanese",A jaded assassin assigned to target a yakuza clan has 24 hours to find out who poisoned her and get vengeance before she dies.,https://m.media-amazon.com/images/M/MV5BMTliYmJjYzQtOTU1Mi00NDE1LTgxZTEtYmQwOTk1NTZlOTBjXkEyXkFqcGc@._V1_SX300.jpg
Lucifer,[],N/A,N/A,,N/A,English,N/A,https://m.media-amazon.com/images/M/MV5BZGZkNDJhMjYtN2MwNS00Y2UxLWIzYjMtMTIyZGE2Y2Q2NjE5XkEyXkFqcGdeQXVyMTg5NTExMw@@._V1_SX300.jpg
Metal Shop Masters,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",5.7,705,,N/A,English,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",https://m.media-amazon.com/images/M/MV5BNzdiOTYyYWQtMmE3ZS00MDg2LWE1MTAtZmE3ODNlNjIyYWIxXkEyXkFqcGc@._V1_SX300.jpg
Omo Ghetto: the Saga,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",7.6,95,,N/A,"English, Yoruba, Ibo, Hausa","This is a story about Lefty who, together with her squad from the ghetto, was always getting into one trouble or the other.",https://m.media-amazon.com/images/M/MV5BNjM0YzU2Y2ItNzRmNi00NTIwLWFmOTgtNjM0ODdiOGIwMmQyXkEyXkFqcGdeQXVyNjE4NDYxMTY@._V1_SX300.jpg
Pokémon Master Journeys: The Series,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",,,,N/A,"English, Yoruba, Ibo, Hausa","This is a story about Lefty who, together with her squad from the ghetto, was always getting into one trouble or the other.",https://m.media-amazon.com/images/M/MV5BNjM0YzU2Y2ItNzRmNi00NTIwLWFmOTgtNjM0ODdiOGIwMmQyXkEyXkFqcGdeQXVyNjE4NDYxMTY@._V1_SX300.jpg
Prey,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",4.3,"9,924",,N/A,German,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,https://m.media-amazon.com/images/M/MV5BMWMyYjQ1ODktOGQxYS00ZGFjLTlhMTgtMjhiZTI0NmM2NzkwXkEyXkFqcGc@._V1_SX300.jpg
Titipo Titipo,[],N/A,38,,N/A,"German, Chinese, Japanese, Spanish, Korean, English",Titipo is the new train in town who's just about to learn how to take passengers and live with other train and vehicle friends. He's fully ready and very excited to operate!,https://m.media-amazon.com/images/M/MV5BNGMxMGI4ZTItOGQ3Ny00Y2M0LWE3ZGUtNWRhZWVhMDY4YmE3XkEyXkFqcGc@._V1_SX300.jpg
Blood Brothers: Malcolm X & Muhammad Ali,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",6.9,"1,255",,69,English,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",https://m.media-amazon.com/images/M/MV5BYzQ1Y2YxYzctYzM3Yy00NTJiLTlkMWYtNmJjYTYwZjEwYWQwXkEyXkFqcGc@._V1_SX300.jpg
Mighty Raju,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",,,,69,English,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",https://m.media-amazon.com/images/M/MV5BYzQ1Y2YxYzctYzM3Yy00NTJiLTlkMWYtNmJjYTYwZjEwYWQwXkEyXkFqcGc@._V1_SX300.jpg
Paradise Hills,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",5.2,"18,451",,49,English,Uma is a young woman who wakes up in an apparently idyllic reform school for young ladies. But a dark secret lies within its walls.,https://m.media-amazon.com/images/M/MV5BMTY4Njg3ZGItOGJkZS00MDcyLTk4Y2EtMmY4Mjg4ZGM3NTliXkEyXkFqcGc@._V1_SX300.jpg
The Women and the Murderer,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",6.4,"1,629",,N/A,French,"Two brave women, a police chief and a victim's mother, make tireless efforts to find and prosecute serial killer Guy Georges, in 1990s Paris.",https://m.media-amazon.com/images/M/MV5BOTg0OTQ2ZTEtMDY4OS00YzBkLTk2YTItNWM3YTQzMzEwMDQxXkEyXkFqcGc@._V1_SX300.jpg
Into the Night,[],N/A,15,,N/A,English,"On Saturday 19 December 1981, the Penlee lifeboat 'Solomon Browne', was launched in hurricane conditions to go to the aid of the coaster 'Union Star' which was being swept towards the southern coast of Cornwall. What followed rank...",https://m.media-amazon.com/images/M/MV5BOWQyODZhYzktMzcwOS00Y2I2LWJkMGQtYWYzYTljZGY5ODBkXkEyXkFqcGdeQXVyNzMwODg0MzM@._V1_SX300.jpg
JJ+E,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",5.4,"2,766",,N/A,Swedish,"Two youngsters are raised in the same city, yet they live light years apart, separated economically, socially and culturally. That is until the day they start in the same high school class.",https://m.media-amazon.com/images/M/MV5BMTk5MDY5ZGMtODMxNi00MDljLWEyZmQtMTJiYTFiODE5NmJhXkEyXkFqcGc@._V1_SX300.jpg
Show Dogs,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",4.0,"5,223",,31,English,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",https://m.media-amazon.com/images/M/MV5BYmM3ZDcwYTMtNGQ0MS00MTBjLWJhMDctOTk1YjMzZGI2ODU3XkEyXkFqcGc@._V1_SX300.jpg
The Circle,[],N/A,262,,N/A,English,"Inside the Circle is a quirky romantic dramedy that tells the story of a girl who believes in relationships and marriage, and who falls for a comic book and superhero-loving man who does not share her same beliefs.",https://m.media-amazon.com/images/M/MV5BZDdlOTA5ZDUtYjNiYi00NDExLWE2ZGYtMWNkZTI2ZTRlZjNhXkEyXkFqcGdeQXVyMTMxOTM3MTM@._V1_SX300.jpg
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",7.8,"1,679",,N/A,English,"This authorized documentary will explore the music and backstory of the legendary American band. With the songs from the first six Skynyrd albums driving the narration, the film focuses on the story of frontman Ronnie Van Zant - h...",https://m.media-amazon.com/images/M/MV5BZjZmYWQyZGMtYTBlMS00MTg3LWExN2EtNjhlNzQyYWQ3NDY3XkEyXkFqcGc@._V1_SX300.jpg
Kid Cosmic,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",7.9,"1,835",,N/A,N/A,"A young boy who dreams of becoming a hero, stumbles across some cosmic stones of power. His dreams appear to have come true.",https://m.media-amazon.com/images/M/MV5BZTczZTE2MDItODM0Mi00NjdiLTg5NjktYTk5OTcwNDIzNTNhXkEyXkFqcGc@._V1_SX300.jpg
Octonauts: Above & Beyond,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",7.2,210,,N/A,English,"The Octonauts expand their exploration beyond the sea - and onto land. With new rides and new friends, they'll protect any habitats and animals at risk.",https://m.media-amazon.com/images/M/MV5BNjIzN2Y1OGItMWM3Ny00YzdhLTk5MmEtNDdmYzQ2NjA0MDYwXkEyXkFqcGc@._V1_SX300.jpg
On the Verge,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",6.5,"3,710",,N/A,English,"Four women--a chef, a single mom, an heiress, and a job seeker--dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",https://m.media-amazon.com/images/M/MV5BZmE1NjY0NTItZjU3YS00NTM1LThjODQtYTU2Y2FhNDU4NTc3XkEyXkFqcGc@._V1_SX300.jpg
Tobot Galaxy Detectives,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",,,,N/A,English,"Four women--a chef, a single mom, an heiress, and a job seeker--dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",https://m.media-amazon.com/images/M/MV5BZmE1NjY0NTItZjU3YS00NTM1LThjODQtYTU2Y2FhNDU4NTc3XkEyXkFqcGc@._V1_SX300.jpg
Untold: Breaking Point,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",7.6,"3,394",,N/A,English,Tennis star Mardy Fish's battles with anxiety and mental health.,https://m.media-amazon.com/images/M/MV5BY2RiMWExMmMtNmUwMy00YzQyLTgzY2YtMDM5M2JiYzZmMTNkXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg
Countdown: Inspiration4 Mission to Space,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",7.8,"2,121",,N/A,English,A trailblazing mission captured in near-real time as four crew members make history in the first all-civilian mission into orbit.,https://m.media-amazon.com/images/M/MV5BYWZlMjEwNTQtNDc5NC00ZGVkLWFjNmMtNWI4ZWY4YTdjZGZiXkEyXkFqcGc@._V1_SX300.jpg
Shadow Parties,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,,,N/A,English,A trailblazing mission captured in near-real time as four crew members make history in the first all-civilian mission into orbit.,https://m.media-amazon.com/images/M/MV5BYWZlMjEwNTQtNDc5NC00ZGVkLWFjNmMtNWI4ZWY4YTdjZGZiXkEyXkFqcGc@._V1_SX300.jpg
Tayo the Little Bus,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,,,N/A,English,A trailblazing mission captured in near-real time as four crew members make history in the first all-civilian mission into orbit.,https://m.media-amazon.com/images/M/MV5BYWZlMjEwNTQtNDc5NC00ZGVkLWFjNmMtNWI4ZWY4YTdjZGZiXkEyXkFqcGc@._V1_SX300.jpg
Angamaly Diaries,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",7.9,"6,801",,N/A,Malayalam,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based.",https://m.media-amazon.com/images/M/MV5BZDAwMjIzNWEtYWIwYS00Zjc0LThmM2ItNDk5YzNmYjczYWZlXkEyXkFqcGc@._V1_SX300.jpg
Bunk'd,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",,,,N/A,Malayalam,"Vincent Pepe who wanted to be a powerful leader of a righteous gang that ruled the city, like his seniors. And then there's the rival clan with the malicious gangsters of Angamaly a locale on which the film is based.",https://m.media-amazon.com/images/M/MV5BZDAwMjIzNWEtYWIwYS00Zjc0LThmM2ItNDk5YzNmYjczYWZlXkEyXkFqcGc@._V1_SX300.jpg
A Champion Heart,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",6.1,472,,N/A,English,"A troubled girl finds faith, hope, and healing through a relationship with a wounded horse.",https://m.media-amazon.com/images/M/MV5BMzU3YzNlZGYtNTE4YS00NWY0LWJhYTgtYWI5Y2E4MGZlODAyXkEyXkFqcGc@._V1_SX300.jpg
Dive Club,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",6.2,"1,328",,N/A,English,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",https://m.media-amazon.com/images/M/MV5BYmFlYTlkZDEtNTMzMS00ZWUwLTgyZGEtNzE2ODUyMjY5Njg5XkEyXkFqcGc@._V1_SX300.jpg
La casa de papel,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,,,N/A,English,"Dive Club follows the story of a feisty group of teen divers who search for their friend when she disappears after a cyclone hits Cape Mercy, their small coastal town.",https://m.media-amazon.com/images/M/MV5BYmFlYTlkZDEtNTMzMS00ZWUwLTgyZGEtNzE2ODUyMjY5Njg5XkEyXkFqcGc@._V1_SX300.jpg
Money Heist: From Tokyo to Berlin,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",7.6,"1,295",,N/A,Spanish,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",https://m.media-amazon.com/images/M/MV5BODcwNjQzODUtOTBmNS00Yzg2LTk2OWEtMWQzNzdkYzY1YWZlXkEyXkFqcGc@._V1_SX300.jpg
Sharkdog,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",6.0,270,,N/A,English,"10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.",https://m.media-amazon.com/images/M/MV5BZjM4YzdmMGUtYTM1YS00YjUzLTk0NzQtZWFiODJiMGI3ZDgzXkEyXkFqcGc@._V1_SX300.jpg
Worth,[],N/A,N/A,,N/A,English,Some things you can't put a price on. Created for the 2021 5-Day Film Royal. Winner: Festival Choice,https://m.media-amazon.com/images/M/MV5BMTk5ODBkYWYtNjZkZC00NmE5LTk3YzctNTJkMjY3M2QyNmY2XkEyXkFqcGc@._V1_SX300.jpg
Afterlife of the Party,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}]",5.8,"11,146",,N/A,English,"During her birthday week, a young female party planner unfortunately dies. Now she must assist a specific selection of people who were in her life in order to move herself to the Above (or Heaven).",https://m.media-amazon.com/images/M/MV5BZGJjMTQyOTEtZmViYS00Y2ZkLTk2MGYtOTMyNjhlMmU5Mjg0XkEyXkFqcGc@._V1_SX300.jpg
